name,followers,followings,follow ratio,muters,reputation,effective sp,own sp,sp ratio,curation_rewards,posting_rewards,witnesses_voted_for,posts,average_post_len,comments,average_comment_len,comments_with_link_ratio,posts_to_comments_ratio,class
grecki-bazar-ewy,697,181,0.25968436154949787,6,58.14744697246555,591.9751959153747,431.20530720714277,1.3728383812099074,32.195,443.718,0,30,4077,548,170,0.14233576642335,0.05474452554744526,0
arthurbishop,116,43,0.3706896551724138,1,29.101874891875866,5.00753115502238,0.5837495253745207,8.578218803363752,0.001,0.147,0,0,0,0,0,0,0,0
jozef230,982,504,0.5132382892057027,4,58.28549082289884,1232.9206678273376,524.6085079508172,2.3501728415409646,39.453,387.85,2,114,1408,536,100,0.29104477611940,0.2126865671641791,0
redjepi,1391,34,0.024442846872753415,4,68.01743932119409,2716.421745811203,2716.421745811203,1.0,60.02,4677.116,2,48,453,12,81,0.08333333333333,4.0,0
puneetgamer,74,24,0.32432432432432434,0,25.0,5.020759790565006,0.10117460676889428,49.62470278766251,0.003,0.035,0,0,0,0,0,0,0,0
godwyn,446,311,0.6973094170403588,1,58.61637192143186,88.97176064963244,88.97176064963244,1.0,0.749,364.364,2,0,0,0,0,0,0,0
lexikon082,1561,238,0.15246636771300448,6,63.28407040836458,113.85067166592691,135.9155227262531,0.8376576080661006,47.27,2974.041,24,59,1909,168,168,0.11309523809523,0.35119047619047616,0
good-joinned,871,194,0.2227324913892078,9,50.740395109510466,0.14741132292821726,0.14741132292821726,1.0,0.11,88.298,30,0,0,0,0,0,0,0
jumpmaster,805,194,0.24099378881987576,2,61.232524529550034,206.03694590765176,256.33412401913114,0.8037827452589749,2.488,611.088,5,45,1144,67,110,0E-14,0.6716417910447762,0
cheapproperty,283,8,0.028268551236749116,0,39.721129194939344,15.053512697930401,3.986086974745765,3.776513857651218,0.002,3.93,2,1,719,3,67,0E-14,0.3333333333333333,0
webgrrrl,368,25,0.06793478260869565,0,50.92629243510581,41.33598190842944,41.33598190842944,1.0,0.031,63.0,3,3,2879,1,56,0E-14,3.0,0
kompela14,488,118,0.24180327868852458,2,60.44409202616643,323.8292714181102,323.8292714181102,1.0,6.545,629.453,1,32,593,42,150,0E-14,0.7619047619047619,0
zrna,389,154,0.39588688946015427,2,58.73576375166015,456.0628531853434,456.0628531853434,1.0,6.463,436.168,0,79,278,1,10,0E-14,79.0,0
rizalfajri,1133,1240,1.0944395410414829,2,57.11662198416002,2.555806377916168,2.555806377916168,1.0,1.837,306.382,30,4,1196,3,82,0E-14,1.3333333333333333,0
meandros,138,7,0.050724637681159424,0,43.4110500577697,36.101960822516844,7.0136074960482055,5.147416767028719,0.003,7.963,0,3,1245,1,6,0E-14,3.0,0
sercanagz,1274,828,0.6499215070643642,7,56.04492303919086,111.38711862136458,111.38711862136458,1.0,0.269,219.166,0,13,328,0,0,0,0,0
alexjoneschannel,235,0,0.0,6,35.33885042824461,15.083970834014904,0.10123085586233874,149.0056633970102,0.0,0.57,0,304,462,0,0,0,0,0
phoenixwren,1035,212,0.20483091787439614,3,60.24917427955123,1602.5757262266998,588.5339623187285,2.7229961715596,28.682,743.413,26,139,2273,1873,169,0.12333155365723,0.07421249332621463,0
trulaloo,99,38,0.3838383838383838,0,38.79050447536222,9.28809054472823,0.013064453660341774,710.943663333048,0.072,3.063,0,0,0,0,0,0,0,0
retardgamer-live,247,10,0.04048582995951417,0,51.50657727172002,71.21168102965602,71.21168102965602,1.0,0.052,65.991,0,30,315,1,341,0E-14,30.0,0
photoqueen,359,96,0.26740947075208915,0,47.472420971721796,15.093929126719635,11.739800590955486,1.2857057502619098,0.055,22.082,0,23,757,0,0,0,0,0
taufiq91,299,91,0.30434782608695654,0,41.38797946466075,15.067662933870722,3.046537990391672,4.945831294863839,0.021,4.959,0,0,0,0,0,0,0,0
jezykowaty,387,77,0.19896640826873385,4,52.32630026190295,0.726734990978916,0.726734990978916,1.0,0.281,169.714,0,0,0,0,0,0,0,0
cortexx,1197,51,0.042606516290726815,3,57.711103695984924,0.8832427161499011,0.8832427161499011,1.0,44.584,402.77,8,0,0,0,0,0,0,0
certseek,10165,26206,2.57806197737334,21,59.83709696238802,35.61833632122887,337.2666184635403,0.10560883992460504,1.548,642.611,1,2,3102,2,32,0E-14,1.0,0
karenmckersie,5754,1002,0.17413972888425444,28,71.11588082747225,553.5419244415102,553.5419244415102,1.0,208.825,14534.829,27,136,2053,2275,237,0.68219780219780,0.05978021978021978,0
siankim,282,47,0.16666666666666666,0,42.32522596351524,15.0098894276056,4.39149771689976,3.417943124470538,0.0,7.417,0,3,944,0,0,0,0,0
rye05,1280,482,0.3765625,6,63.987926742937766,1032.4181998382746,1016.8760465688767,1.015284216126282,39.316,1834.249,19,374,1090,326,239,0.01533742331288,1.147239263803681,0
faisalamin,629,528,0.8394276629570747,1,58.30652935601714,0.30283101756017927,515.6829721517072,0.0005872426159363089,0.598,324.808,4,3,1811,10,78,0.40000000000000,0.3,0
arifpratama,620,188,0.3032258064516129,1,51.48095720993755,5.1671225838306025,5.1671225838306025,1.0,0.118,62.279,7,6,330,2,37,0E-14,3.0,0
stixxzyy,244,4,0.01639344262295082,1,56.20098605409799,59.51910102266851,59.51910102266851,1.0,0.0,223.024,0,40,279,1,4,0E-14,40.0,0
astromaniak,1016,258,0.25393700787401574,2,59.33337517704285,1167.0541482082194,1116.7575169192364,1.0450380951343268,32.205,551.876,10,63,4029,139,172,0.12230215827338,0.45323741007194246,0
zynagraphy,178,12,0.06741573033707865,0,36.28047812014607,5.036348385066323,1.4061275569163025,3.581715158268606,0.029,1.712,0,0,0,0,0,0,0,0
hoerli,271,19,0.07011070110701106,1,45.45027948521694,15.0098894276056,10.738742944179364,1.3977324446285673,0.01,18.526,0,6,786,0,0,0,0,0
steemspots,232,8,0.034482758620689655,0,50.924503080007064,41.9107560282368,27.19325662024727,1.5412187151218706,0.0,56.128,0,9,5041,2,18,0E-14,4.5,0
nigeldarren,561,191,0.3404634581105169,1,39.238302641373025,23.34438803963687,28.547544395996805,0.8177371656145118,0.032,4.053,1,2,546,0,0,0,0,0
pacific-yt,391,23,0.058823529411764705,2,57.035926033102186,51.36953292943496,51.36953292943496,1.0,6.02,278.597,0,22,409,17,186,0E-14,1.2941176470588236,0
click3rs,3814,5003,1.3117461982170948,8,56.52166599028792,130.46908820179888,232.72971729655495,0.5606034747833649,2.212,295.008,0,81,1116,8,23,0E-14,10.125,0
farhanali,1271,524,0.41227380015735643,5,58.262856095293806,427.5241034516326,207.6997402142225,2.0583757255097295,3.386,389.471,5,21,1964,345,161,0.08985507246376,0.06086956521739131,0
jackjohanneshemp,1418,829,0.5846262341325811,3,56.93330437351256,59.62167783894573,59.62172739281579,0.9999991688622214,17.836,414.076,26,21,3474,71,102,0.08450704225352,0.29577464788732394,0
omeratagun,883,24,0.027180067950169876,3,65.33850686454892,10.88676502202485,10.88676502202485,1.0,95.145,2269.901,5,0,0,0,0,0,0,0
torquewrench1969,463,164,0.3542116630669546,2,54.65713548314034,236.7125903237402,260.109739828192,0.9100489296559747,7.793,226.064,20,0,0,0,0,0,0,0
shankstaicho,650,48,0.07384615384615385,1,62.43103818762606,79.62502961354375,79.62502961354375,1.0,15.828,1141.199,0,4,571,3,104,0E-14,1.3333333333333333,0
pusheenosaurus,230,25,0.10869565217391304,0,51.26028384749469,32.34749482125271,32.34749482125271,1.0,0.109,63.628,2,0,0,0,0,0,0,0
steemtravelers,643,786,1.2223950233281493,2,47.660477615512846,20.374657228219522,20.374657228219522,1.0,0.048,28.435,1,12,485,23,101,0.78260869565217,0.5217391304347826,0
grafzero,268,33,0.12313432835820895,0,49.869480426839345,28.04004547440317,28.04004547440317,1.0,0.056,45.661,0,5,4307,7,158,0.28571428571428,0.7142857142857143,0
shabbirahmad,2463,8140,3.304912708079578,14,63.67537901589395,13.64514934770105,955.3865016642084,0.014282334242667517,4.786,1878.095,3,2,972,6,41,0E-14,0.3333333333333333,0
raoul.poenar,785,341,0.43439490445859874,2,58.164396657776976,35.94069035051413,35.94069035051413,1.0,5.101,389.769,4,12,853,16,102,0E-14,0.75,0
dullhawk,859,35,0.04074505238649592,5,61.63596592785571,1424.2459412382357,1424.2459412382357,1.0,74.94,1680.509,0,99,1807,158,194,0.12658227848101,0.6265822784810127,0
hafizullah,1139,381,0.334503950834065,2,62.0036429278531,1099.6712906399453,804.6303796206239,1.3666788111560373,11.964,781.376,30,311,1683,989,119,0.04853387259858,0.31445904954499493,0
kryptoraport,920,154,0.1673913043478261,1,54.886785281665226,230.1334598601185,230.1334598601185,1.0,2.635,223.288,1,6,304,0,0,0,0,0
geordieprepper,1005,394,0.3920398009950249,5,53.73639360170271,219.40288001613337,234.09857572129624,0.9372243267184218,9.366,250.64,3,2,890,3,61,0E-14,0.6666666666666666,0
joshsigurdson,8109,373,0.04599827352324578,48,72.09286842677515,8432.831790090622,8432.831790090622,1.0,201.812,19102.914,0,136,2454,8,81,0E-14,17.0,0
vectorabbot,396,134,0.3383838383838384,1,62.06255179882731,551.0679636551016,551.0679636551016,1.0,10.535,981.262,1,56,893,12,80,0E-14,4.666666666666667,0
rolesyt,281,3,0.010676156583629894,2,54.56823339856934,71.78004495994007,71.78004495994007,1.0,0.046,142.329,0,24,949,3,38,0E-14,8.0,0
itsravi,296,169,0.5709459459459459,1,56.001450437784406,217.8522329197695,93.53965426589679,2.3289826611984314,0.343,184.184,1,72,917,152,151,0E-14,0.47368421052631576,0
roneyim,1111,1915,1.7236723672367236,3,57.54421171127785,7.857951619439927,320.047333001036,0.024552467117151356,29.33,288.43,0,9,664,17,18,0E-14,0.5294117647058824,0
thienduc,227,8,0.03524229074889868,0,52.95528550624414,22.65184949054335,22.65184949054335,1.0,0.229,98.744,0,24,1528,0,0,0,0,0
danielsandoval,596,41,0.06879194630872483,3,54.278617323073306,37.174821259916826,37.174821259916826,1.0,0.032,137.428,0,22,1478,15,185,0.73333333333333,1.4666666666666666,0
dolanor,21,4,0.19047619047619047,0,25.0,5.041709306574333,0.5081773408338516,9.921161180271355,0.0,0.0,1,0,0,0,0,0,0,0
medicinaluse,790,649,0.8215189873417722,3,53.487235642252934,95.95886501744404,95.95886501744404,1.0,0.165,94.403,0,76,978,48,86,0.02083333333333,1.5833333333333333,0
brianabarca,411,65,0.15815085158150852,0,48.03466117148418,15.003581111423912,12.068315185116852,1.2432208540531782,0.1,22.667,0,0,0,0,0,0,0,0
gallantmayor,610,256,0.419672131147541,2,52.81254702806273,43.58609588363086,43.58609588363086,1.0,0.112,82.606,8,7,2368,25,139,0.32000000000000,0.28,0
whack.science,867,154,0.1776239907727797,3,63.06461604656929,605.3683868025316,1007.2218261982217,0.6010278679995511,20.311,1219.022,8,194,3352,585,129,0.05641025641025,0.3316239316239316,0
kwonn,599,22,0.03672787979966611,0,60.93171625589045,2.8266929470552116,2.8266929470552116,1.0,12.213,892.426,6,1,257,0,0,0,0,0
anduko,34,1,0.029411764705882353,0,25.0,5.041709306574334,0.507514747117575,9.934113905475007,0.0,0.0,0,0,0,0,0,0,0,0
ijustarted,364,34,0.09340659340659341,0,52.23489954711854,113.38183835808476,118.45203693926236,0.9571961891733665,0.403,84.558,0,11,773,0,0,0,0,0
faithcalls,731,91,0.12448700410396717,1,65.7658822978299,410.30242200103726,410.30242200103726,1.0,13.424,2137.871,14,156,1111,315,149,0.00634920634920,0.49523809523809526,0
godatsteem,609,160,0.2627257799671593,2,49.894261487629805,15.269463964162968,15.269463964162968,1.0,0.077,31.345,0,21,1639,0,0,0,0,0
princeemmanuel,553,138,0.24954792043399637,6,52.65702870527592,40.86158151664491,30.649256853918768,1.3331997480852593,0.42,90.56,5,30,1753,85,99,0.12941176470588,0.35294117647058826,0
nafiberkan,142,24,0.16901408450704225,0,53.588047538809505,10.294404583583319,10.294404583583319,1.0,0.1,119.85,0,0,0,0,0,0,0,0
santano,393,2052,5.221374045801527,0,33.21696579788056,5.0374608402123995,0.8992167946662674,5.602053776233114,0.014,0.731,0,0,0,0,0,0,0,0
successstory,172,7,0.040697674418604654,0,48.710987895239306,31.77256240111191,31.77256240111191,1.0,0.001,33.418,0,16,329,5,65,0E-14,3.2,0
hanki,306,55,0.17973856209150327,1,47.757897927062885,15.006938657180186,13.724432893621255,1.0934469040360133,0.066,26.067,0,13,3272,13,139,0.07692307692307,1.0,0
cantugan,206,27,0.13106796116504854,0,50.46211372934132,27.921380238514264,27.921380238514264,1.0,0.206,53.877,0,1,288,0,0,0,0,0
wisataacehid,369,28,0.07588075880758807,0,52.878995529604225,5.48463285462628,5.48463285462628,1.0,0.027,80.396,0,7,4437,0,0,0,0,0
rfece143,383,92,0.2402088772845953,0,58.523229538081964,15.969115377152784,15.969115377152784,1.0,1.012,389.22,0,0,0,0,0,0,0,0
rivalzzz,873,415,0.4753722794959908,2,65.55172890698788,1662.6328916466753,1712.7767394330783,0.9707236520487775,51.975,2415.557,29,95,2268,441,134,0.10430839002267,0.21541950113378686,0
edyfaisal,899,449,0.4994438264738598,0,45.90399195573522,6.200780882277017,2.381389392530902,2.603850047256206,0.122,26.003,2,1,1009,0,0,0,0,0
skyweboom,79,0,0.0,0,25.0,5.013656475203936,0.10077680812159605,49.750101919823855,0.0,0.0,0,0,0,0,0,0,0,0
jordanpike,408,48,0.11764705882352941,0,60.663464664675516,275.7632213012542,275.7632213012542,1.0,0.509,543.935,0,0,0,0,0,0,0,0
relaxvideo,37,0,0.0,4,12.786164834179553,5.019752612120335,0.10110706831277262,49.64789006236275,0.0,0.116,0,0,0,0,0,0,0,0
cyrusik,193,8,0.04145077720207254,3,53.93032024409826,73.16068347536948,73.16068347536948,1.0,0.237,112.31,5,63,1024,15,93,0.33333333333333,4.2,0
crazybaker,200,9,0.045,1,50.10898759472161,15.072540186812159,8.079415611497101,1.865548315816773,0.0,45.257,0,62,1775,1,21,0E-14,62.0,0
rygon,181,15,0.08287292817679558,0,53.46104659375242,25.949719932889156,25.949719932889156,1.0,0.007,107.386,0,13,272,0,0,0,0,0
joejoekeys,672,85,0.12648809523809523,1,59.38925882357115,426.21574616300046,426.21574616300046,1.0,6.874,434.939,0,66,1138,2,69,0E-14,33.0,0
muratqun,274,58,0.2116788321167883,1,57.873714021715585,143.12430342941047,143.12430342941047,1.0,4.587,338.661,0,77,282,0,0,0,0,0
kritson,237,42,0.17721518987341772,2,44.62910730393357,15.034463425167365,6.14102158742418,2.4482023407889524,0.022,11.159,0,29,1063,0,0,0,0,0
carrioner,5165,32,0.006195546950629236,21,64.815705989257,2493.8919991170933,2493.8919991170933,1.0,52.7,2031.535,6,51,1664,48,125,0.12500000000000,1.0625,0
cushcoast,533,134,0.25140712945590993,2,52.86192490202978,50.98434302750613,50.98434302750613,1.0,0.072,99.372,4,4,1205,1,32,0E-14,4.0,0
jrungi,324,17,0.05246913580246913,0,58.99953420040137,99.8385445874261,201.0052581170873,0.49669618358575124,2.392,496.222,0,0,0,0,0,0,0,0
ah-2002,1289,107,0.08301008533747091,8,53.889766133215,22.13103192871289,36.812766182818685,0.6011781841876888,0.257,144.304,11,0,0,0,0,0,0,0
omeratagun,883,24,0.027180067950169876,3,65.33850686454892,10.88676502202485,10.88676502202485,1.0,95.145,2269.901,5,0,0,0,0,0,0,0
buildawhal,1222,1325,1.0842880523731588,3,19.281759787356236,15.044903362163074,6.0202167110650295,2.4990634198451467,0.015,10.911,0,44,196,0,0,0,0,0
geleng-steem,437,418,0.9565217391304348,1,42.0531089104931,15.037040580720687,3.5437780715898852,4.2432229888409605,0.03,6.747,0,1,450,0,0,0,0,0
furkanergenc,337,55,0.1632047477744807,0,53.04180358080407,27.789745281593955,27.789745281593955,1.0,0.244,91.48,0,0,0,0,0,0,0,0
godwyn,446,311,0.6973094170403588,1,58.61637192143186,88.97176064963244,88.97176064963244,1.0,0.749,364.364,2,0,0,0,0,0,0,0
phoneinf,1226,17,0.013866231647634585,19,68.45103043843426,3469.4086920792643,2660.4940405618695,1.3040467819828532,94.685,4536.447,7,223,578,826,168,0.13801452784503,0.26997578692493945,0
szaqsonislav,196,8,0.04081632653061224,0,47.06509825912997,15.040745451038827,12.147013427483037,1.2382258026494497,0.02,20.397,0,26,657,1,112,0E-14,26.0,0
brad-saunders,4111,3211,0.7810751641936269,13,49.02256017017395,61.665228826911864,61.665228826911864,1.0,2.816,59.257,30,0,0,0,0,0,0,0
gotsummerpl,268,3,0.011194029850746268,5,48.12178902397514,2.5675870573042445,2.5675870573042445,1.0,0.045,32.138,0,62,4,25,481,0.88000000000000,2.48,0
nowonline,572,333,0.5821678321678322,0,53.67612082275744,209.25118870717037,209.25118870717037,1.0,3.528,95.64,1,19,8100,140,229,0.14285714285714,0.1357142857142857,0
theaustrianguy,5508,416,0.07552650689905592,31,69.13621684529011,29629.107505747044,5205.990867453278,5.6913483446507325,1652.184,7579.768,30,47,5097,716,149,0.05027932960893,0.06564245810055866,0
philiparniebinag,417,92,0.22062350119904076,0,60.28554886344298,216.81067995890285,216.81067995890285,1.0,21.676,794.521,3,0,0,0,0,0,0,0
nunojesus,1444,1389,0.9619113573407202,5,61.78178265194719,68.33349090598975,470.5380462301487,0.1452241565872584,3.486,913.294,29,0,0,0,0,0,0,0
rqub,106,55,0.5188679245283019,1,43.98228691254357,6.888156035057361,5.887496739949726,1.1699634563392012,0.062,10.515,0,0,0,0,0,0,0,0
sebaj86,209,82,0.3923444976076555,0,47.696018738350816,19.4307717881652,19.4307717881652,1.0,0.073,32.652,0,0,0,0,0,0,0,0
migister,394,129,0.32741116751269034,1,56.30007960827482,123.47484862327774,123.47484862327774,1.0,0.32,242.474,0,0,0,0,0,0,0,0
andybolton,182,12,0.06593406593406594,0,25.0,5.030974249027784,0.5086743374093144,9.890363792776743,0.0,0.0,0,0,0,0,0,0,0,0
influxair,123,93,0.7560975609756098,1,49.29274979449498,17.483669909284806,17.483669909284806,1.0,0.013,33.615,14,0,0,2,62,0E-14,0.0,0
ertzsi,174,0,0.0,0,41.892517292857576,15.080648083995111,0.1010655659555195,149.21648082030563,0.0,5.772,0,11,273,0,0,0,0,0
risentwor,402,308,0.7661691542288557,0,49.956944198423564,22.582534274464205,22.582534274464205,1.0,0.07,43.532,0,26,771,37,41,0E-14,0.7027027027027027,0
altafsajid,111,3,0.02702702702702703,0,49.1926195779977,0.0,0.0,0,0.068,33.778,1,0,0,0,0,0,0,0
memedel,466,186,0.39914163090128757,3,56.873959836100454,54.05453386451548,54.05453386451548,1.0,0.085,309.465,17,235,794,10,20,0E-14,23.5,0
mokambo,538,259,0.48141263940520446,6,50.824652603933025,38.3060746220023,38.3060746220023,1.0,0.458,71.893,2,70,1453,26,79,0E-14,2.6923076923076925,0
wolontariusz,338,90,0.26627218934911245,3,54.29235297925078,97.14916959913306,105.17150956160633,0.9237213576574745,1.112,135.917,5,20,4200,73,202,0.02739726027397,0.273972602739726,0
findinfoworld,137,33,0.24087591240875914,0,25.0,5.038788475606134,0.5090131515895407,9.899132193089825,0.0,0.022,0,0,0,0,0,0,0,0
azazyel,187,21,0.11229946524064172,0,50.9117102366453,108.628695620875,31.165096180444756,3.485588332277843,0.506,55.122,0,11,1223,170,194,0E-14,0.06470588235294118,0
little-princess,200,47,0.235,0,49.47733197769281,25.514266048490867,25.514266048490867,1.0,0.048,48.878,0,0,0,0,0,0,0,0
fnryask,336,1180,3.511904761904762,3,55.043293493086935,8.693194759829087,8.693194759829087,1.0,0.404,173.975,0,6,632,0,0,0,0,0
eunireal1,1164,572,0.49140893470790376,6,56.89064469592563,142.0642928248864,143.0767873408492,0.9929234187125634,2.195,275.231,26,1,13096,34,104,0.05882352941176,0.029411764705882353,0
photoqueen,359,96,0.26740947075208915,0,47.472420971721796,15.093929126719635,11.739800590955486,1.2857057502619098,0.055,22.082,0,23,757,0,0,0,0,0
drkent,1968,899,0.4568089430894309,5,64.7871556032776,709.3832276526214,1247.407385092414,0.5686860893484824,40.742,1889.332,17,0,0,0,0,0,0,0
n1ps,219,106,0.4840182648401826,0,55.15699137189918,86.17510808913082,86.17510808913082,1.0,1.744,178.774,0,0,0,0,0,0,0,0
eshapunver,957,220,0.22988505747126436,1,60.280128459360895,136.2347697962699,136.2347697962699,1.0,1.273,653.739,16,50,1526,6,31,0E-14,8.333333333333334,0
testoholik,81,5,0.06172839506172839,0,34.457337798207845,5.0388616052254145,0.5075588723611705,9.927639687952976,0.0,1.049,0,0,0,0,0,0,0,0
alexander666,188,2,0.010638297872340425,0,25.0,5.009638148411952,0.10086826623079594,49.66515570862927,0.001,0.041,0,0,0,0,0,0,0,0
mizej,190,19,0.1,1,48.343459120464054,15.81154835079444,15.81154835079444,1.0,0.035,28.364,1,39,2953,226,197,0.14159292035398,0.17256637168141592,0
fancamlovers,89,18,0.20224719101123595,1,40.635403192843555,5.028478465388951,2.6063964858018918,1.9292837804152712,0.022,4.089,0,0,0,0,0,0,0,0
modinfo,188,6,0.031914893617021274,0,28.602854788723178,5.160289896524555,5.160289896524555,1.0,0.0,0.166,0,3,534,0,0,0,0,0
victory622,1104,189,0.17119565217391305,2,66.52178948974893,5169.618539535338,5169.618539535338,1.0,306.903,3628.932,13,35,4016,294,18,0.00340136054421,0.11904761904761904,0
incendiesq,279,56,0.2007168458781362,0,43.99403748893307,15.072309796499628,5.1801104440561465,2.9096502785561578,0.051,8.946,0,1,461,0,0,0,0,0
wrestlingworld,464,125,0.26939655172413796,7,52.35341096248175,72.94318012295751,97.95000806583285,0.7446980512133488,1.703,79.441,0,109,2638,205,113,0.04390243902439,0.5317073170731708,0
thetufan,307,64,0.20846905537459284,0,58.55321283305952,87.76962425243023,87.76962425243023,1.0,5.161,436.155,0,64,267,2,16,0E-14,32.0,0
flanktus,189,23,0.12169312169312169,1,51.63639434085373,33.273403096433526,33.273403096433526,1.0,0.035,66.569,1,19,512,7,41,0E-14,2.7142857142857144,0
michnikshow,183,3,0.01639344262295082,0,25.0,15.038167235528228,0.25321085086343126,59.38990048905539,0.0,0.006,0,5,237,3,13,0E-14,1.6666666666666667,0
medazzaland,174,1,0.005747126436781609,0,25.0,15.037125818828116,0.10024750242285367,150.0000045427572,0.0,0.041,0,25,287,8,144,0E-14,3.125,0
fdop,19,2,0.10526315789473684,1,3.4134475858018476,5.041709306574334,0.7639672818336906,6.599378568245902,0.0,0.498,0,0,0,0,0,0,0,0
muratqun,274,58,0.2116788321167883,1,57.873714021715585,143.12430342941047,143.12430342941047,1.0,4.587,338.661,0,77,282,0,0,0,0,0
chaser232,134,5,0.03731343283582089,2,41.25223067083101,5.032383804897346,2.688869305419697,1.871561326820181,0.0,5.507,0,0,0,0,0,0,0,0
mahmudulhassan,615,242,0.3934959349593496,4,56.527860196855585,97.4434581905434,53.517278060005346,1.8207850197703732,0.735,243.57,1,45,1891,96,208,0.14583333333333,0.46875,0
jwolflive,124,30,0.24193548387096775,0,50.479535294807356,20.165017009082423,20.165017009082423,1.0,0.079,58.711,0,0,0,0,0,0,0,0
wisuda989,815,1489,1.826993865030675,4,50.37866944770524,6.109697768520037,5.1013691190597905,1.19765843755413,0.097,102.324,0,0,0,0,0,0,0,0
allasyummyfood,15230,328,0.02153644123440578,73,73.74260816530246,1725.165833948385,25938.20261165352,0.06651061601212499,853.04,44386.672,26,35,1846,88,46,0.01136363636363,0.3977272727272727,0
suaeb,178,3,0.016853932584269662,0,47.46371371767118,9.692700581574703,4.818488315651952,2.0115646125133875,0.008,20.255,0,19,1848,9,15,0E-14,2.111111111111111,0
barcisz,3087,719,0.23291221250404923,3,60.389191516795265,1518.78459294331,1518.78459294331,1.0,123.887,1131.989,2,0,0,15,54,0E-14,0.0,0
osmantpc,180,0,0.0,1,58.923341799282824,169.83248551739464,169.83248551739464,1.0,0.531,424.925,1,42,297,0,0,0,0,0
samstonehill,4264,399,0.09357410881801126,46,71.8911238136896,1321.698759376001,1321.698759376001,1.0,472.308,21382.109,29,175,3678,643,149,0.05909797822706,0.27216174183514774,0
findingcash,512,685,1.337890625,0,54.33312766771945,128.1720713696558,128.1720713696558,1.0,1.68,141.895,0,14,1342,0,0,0,0,0
ylmz,359,131,0.3649025069637883,1,52.52687361297524,29.1366945707125,29.1366945707125,1.0,0.386,90.495,0,0,0,0,0,0,0,0
troonatnoor,420,144,0.34285714285714286,6,47.990846104746005,50.98047783654326,50.98047783654326,1.0,0.0,18.997,0,49,2071,7,2248,0.28571428571428,7.0,0
