name,followers,followings,follow ratio,muters,reputation,effective sp,own sp,sp ratio,curation_rewards,posting_rewards,witnesses_voted_for,posts,average_post_len,comments,average_comment_len,comments_with_link_ratio,posts_to_comments_ratio,class
sharkhssn90,281,115,0.4092526690391459,0,26.253762890351954,15.09236354927856,6.586708366905408,2.2913362348194126,0.0,0.09,0,18,1106,25,121,0E-14,0.72,0
omur61,976,1502,1.5389344262295082,1,56.93985423273672,48.2155581962828,48.2155581962828,1.0,7.902,239.101,1,2,123,1,32,0E-14,2.0,0
philberlin,141,50,0.3546099290780142,0,31.309063638847316,15.001708455489473,3.211032414513369,4.671926819450366,0.007,0.305,0,0,0,0,0,0,0,0
chigz14,342,164,0.47953216374269003,2,56.755739546697725,44.91220685862723,165.03934491458574,0.27213030251587,0.167,268.042,4,88,778,28,93,0.21428571428571,3.142857142857143,0
elysiian,1969,43,0.021838496698831894,7,60.42503118210588,18003.3159939792,17074.531635125062,1.0543958908333086,291.26,1078.414,6,68,57,0,0,0,0,0
skizoweza,307,5,0.016286644951140065,53,59.50248066956502,394.35797919718317,394.35797919718317,1.0,5.6,526.632,0,0,0,0,0,0,0,0
coretan,908,76,0.08370044052863436,4,61.0230302074568,280.34427098742964,481.46907869582964,0.5822684849187136,13.339,767.718,0,28,2257,49,83,0.04081632653061,0.5714285714285714,0
tonygreene113,1329,265,0.19939804364183597,8,49.221399469963735,227.84976497959505,227.84976497959505,1.0,4.193,77.221,7,48,911,570,128,0.62982456140350,0.08421052631578947,0
tenpoundsterling,293,41,0.13993174061433447,0,51.7458259119628,40.270791583305666,40.270791583305666,1.0,0.042,64.298,3,25,962,167,124,0.05389221556886,0.1497005988023952,0
copypast3r,19,1,0.05263157894736842,0,25.0,5.021256166872511,0.5091503416908173,9.862030437213534,0.0,0.0,0,0,0,0,0,0,0,0
eae,859,428,0.49825378346915017,0,57.780077523231604,153.07114580931938,153.07114580931938,1.0,1.217,327.817,0,107,1276,12,66,0E-14,8.916666666666666,0
papyboys,330,99,0.3,1,56.44266254698761,20.038553979503323,120.25480032888717,0.16663412957070733,0.046,239.335,1,116,1273,0,0,0,0,0
troonatnoor,409,144,0.35207823960880197,7,47.927954356560114,44.34722338090124,44.34722338090124,1.0,0.0,18.675,0,16,3757,2,289,0.50000000000000,8.0,0
nowonline,544,324,0.5955882352941176,0,52.44120011076074,147.47771349160607,147.47771349160607,1.0,0.679,75.321,0,24,6303,211,178,0.06635071090047,0.11374407582938388,0
skizoweza,307,5,0.016286644951140065,53,59.50248066956502,394.35797919718317,394.35797919718317,1.0,5.6,526.632,0,0,0,0,0,0,0,0
susanli3769,1321,288,0.21801665404996215,3,66.6992400041941,5969.675010474675,3778.127511235581,1.5800618144098533,138.835,4059.769,9,93,2200,167,51,0.00598802395209,0.5568862275449101,0
andyjaypowell,2953,473,0.16017609210971892,12,64.62903708856271,6272.355319226343,3251.5191219013623,1.9290538004151467,294.57,2137.44,30,52,4516,1094,119,0.03016453382084,0.04753199268738574,0
justin11,774,314,0.40568475452196384,5,-2.2512661865657293,43.60934012168735,43.60934012168735,1.0,0.006,97.975,0,1586,133,69,39,0.02898550724637,22.985507246376812,0
alxgraham,1771,622,0.3512140033879164,10,58.77666730003568,173.37833629512247,173.37833629512247,1.0,3.187,488.808,6,123,326,71,324,0.19718309859154,1.732394366197183,0
szokerobert,2184,2591,1.1863553113553114,4,57.76550682053155,760.1965940866194,419.0323596593509,1.814171570674435,35.876,504.607,2,96,1456,20,40,0E-14,4.8,0
naruitchi,555,481,0.8666666666666667,3,59.75831476403749,268.9759850381142,289.0709096435947,0.9304844453900386,2.543,569.011,14,186,495,60,108,0E-14,3.1,0
sametceylan,543,23,0.0423572744014733,2,62.10986117234864,58.87266247531506,559.4288437732413,0.10523708802397484,9.975,1033.29,4,25,2386,10,37,0E-14,2.5,0
simplymike,1299,419,0.32255581216320245,3,58.66946903813449,1924.662147147427,2527.0263094206493,0.7616312263835031,38.854,450.759,0,49,4881,1502,281,0.06391478029294,0.03262316910785619,0
littleboy,1580,330,0.2088607594936709,21,64.61517170509856,4287.292531765087,1905.7243246085902,2.2496918764185048,273.428,2133.79,6,58,839,99,194,0.22222222222222,0.5858585858585859,0
sienkiii,123,179,1.4552845528455285,0,36.5107976344743,5.012532457599107,3.5438538717397274,1.4144297815356548,0.011,1.873,0,0,0,0,0,0,0,0
seacactus,472,43,0.09110169491525423,1,63.651897975148806,816.4399859825337,816.4399859825337,1.0,6.849,1604.271,1,24,455,28,71,0.03571428571428,0.8571428571428571,0
duartenunes,556,41,0.0737410071942446,6,60.60757904499571,594.8010043162567,473.8865449069317,1.2551548692589949,10.543,669.295,9,193,2121,168,174,0.32738095238095,1.1488095238095237,0
kernelillo,491,232,0.4725050916496945,0,54.875489145140556,86.9901204107053,86.9901204107053,1.0,0.187,162.546,30,114,1279,31,52,0.03225806451612,3.6774193548387095,0
gentlemensmafia,4359,14342,3.290204175269557,17,44.982613608790004,9.218726432759913,8.216872675789787,1.1219264063713668,0.004,15.193,0,0,0,0,0,0,0,0
labelsaredumb,32,2,0.0625,0,44.99759261980363,5.021237644751443,0.5057877268610815,9.927559286409027,0.0,11.542,0,0,0,0,0,0,0,0
jmotip,351,39,0.1111111111111111,0,60.69935039312606,755.4846744438205,755.4846744438205,1.0,22.848,584.423,3,4,710,63,26,0E-14,0.06349206349206349,0
senku,2421,285,0.11771995043370508,21,52.815874616513725,1206.8545852423688,47.78933347478337,25.253639201291236,1.26,88.774,0,173,1038,10,41,0.10000000000000,17.3,0
reactive,261,173,0.6628352490421456,0,54.77098506392138,73.04290956797041,73.04290956797041,1.0,0.258,141.335,0,111,303,1,30,0E-14,111.0,0
tmr.est96,514,224,0.4357976653696498,3,51.89404772155277,41.78623063778401,41.78623063778401,1.0,0.476,75.681,2,95,767,33,62,0.03030303030303,2.878787878787879,0
iqbalperdana,19,13,0.6842105263157895,0,25.0,5.012500862404101,0.5286082256824126,9.482449607993061,0.012,0.013,0,0,0,0,0,0,0,0
clintneilsen,121,22,0.18181818181818182,0,40.300030542274705,5.019627995440212,2.2250205808074064,2.255991714745717,0.0,4.55,0,0,0,0,0,0,0,0
handrix,202,8,0.039603960396039604,1,53.62302386640677,47.70063010125941,47.70063010125941,1.0,0.06,101.613,0,129,298,2,51,0E-14,64.5,0
bowess,502,20,0.0398406374501992,0,56.70625822219493,2720.5013195325,2720.5013195325,1.0,96.895,262.386,5,40,4821,494,307,0.04655870445344,0.08097165991902834,0
emilex,352,419,1.1903409090909092,1,43.24647017568678,15.012032086629226,4.157392139802985,3.6109252102787286,0.029,8.013,17,18,1285,131,111,0.16793893129770,0.13740458015267176,0
speedrunner,631,1604,2.5419968304278924,4,56.47391963140405,105.49701666867409,105.49701666867409,1.0,0.444,223.536,0,73,530,3,14,0E-14,24.333333333333332,0
lidia-lee,80,7,0.0875,0,44.29749701531079,5.055048916540857,0.04644488632165609,108.83973063324764,0.001,19.343,0,0,0,0,0,0,0,0
thauerbyi,1272,313,0.2460691823899371,8,55.15216412802209,15.295446899307091,325.963391299588,0.04692381815738712,4.702,197.262,0,665,624,26,28,0E-14,25.576923076923077,0
itsmeebrar,610,182,0.2983606557377049,1,51.263965310025995,32.160045219097135,32.160045219097135,1.0,0.141,61.895,0,14,835,21,42,0E-14,0.6666666666666666,0
anarch0gam3rs,269,21,0.07806691449814127,0,49.99885407695915,32.69629396531093,32.69629396531093,1.0,0.027,39.186,2,107,554,24,86,0.16666666666666,4.458333333333333,0
chaser232,135,5,0.037037037037037035,2,41.252829218053094,5.011968496767515,2.6779611359478914,1.871561326820181,0.0,5.507,0,0,0,0,0,0,0,0
moneymatchgaming,1705,435,0.25513196480938416,11,59.64896683489167,7771.643218206402,541.4817658273579,14.352548338043679,166.965,629.64,7,121,3928,5389,159,0.00055668955279,0.022453145295973278,0
mevsuf,870,656,0.7540229885057471,2,56.54854579667646,146.9496305721299,152.00122520982316,0.9667660926369507,12.643,259.502,3,2,541,0,0,0,0,0
alxgraham,1771,622,0.3512140033879164,10,58.77666730003568,173.37833629512247,173.37833629512247,1.0,3.187,488.808,6,123,326,71,324,0.19718309859154,1.732394366197183,0
flordiaman,195,0,0.0,0,44.39744749377978,10.593175668733647,10.593175668733647,1.0,0.002,10.301,0,38,369,1,55,0E-14,38.0,0
akamtn,444,20,0.04504504504504504,1,56.008010901900064,26.96325504016871,26.96325504016871,1.0,2.769,226.083,0,7,321,0,0,0,0,0
skizoweza,307,5,0.016286644951140065,53,59.50248066956502,394.35797919718317,394.35797919718317,1.0,5.6,526.632,0,0,0,0,0,0,0,0
maryo,114,95,0.8333333333333334,3,38.474539294251024,14.127567291110713,1.1252629674300123,12.554902898276888,0.026,3.183,0,1,1664,1,53,0E-14,1.0,0
nonstop,19890,156100,7.848164906988436,166,51.06019104505315,39.39801888978976,39.39801888978976,1.0,0.039,80.138,0,82,28,0,0,0,0,0
dandang,232,30,0.12931034482758622,1,46.576100205810725,7.001688090071446,8.427255642096949,0.8308384588567223,0.0,17.659,1,106,630,7,44,0E-14,15.142857142857142,0
xwisniax,200,14,0.07,0,53.77690796318025,48.62635645956178,48.62635645956178,1.0,0.343,96.298,0,61,310,0,0,0,0,0
sinanbulga,299,40,0.13377926421404682,0,56.00247350822204,71.86843785693438,71.86843785693438,1.0,0.305,218.614,2,15,543,0,0,0,0,0
life-in-china,237,20,0.08438818565400844,0,57.102847647887714,111.53758997127865,111.53758997127865,1.0,0.011,216.176,0,42,840,21,102,0E-14,2.0,0
allasyummyfood,15059,328,0.021780994753967726,71,73.71707154682908,1573.5584927829566,25688.368142800657,0.061255681327657914,853.016,44133.336,26,127,1882,339,56,0.00589970501474,0.3746312684365782,0
elmac,920,981,1.066304347826087,2,48.864173140488184,17.06106107360993,17.06106107360993,1.0,0.056,36.376,0,69,1183,65,112,0.06153846153846,1.0615384615384615,0
risentwor,387,288,0.7441860465116279,0,49.79989177193586,21.267875158822584,21.267875158822584,1.0,0.065,41.32,0,169,744,98,62,0.06122448979591,1.7244897959183674,0
hussnain,787,1275,1.6200762388818297,8,0.24491952744769918,4.935284057523471e-09,4.935284057523471e-09,1.0,0.019,22.618,1,1,97,3,61,0E-14,0.3333333333333333,0
roychoi,1923,181,0.09412376495059803,20,65.42529520599629,16365.01099963778,16365.01099963778,1.0,487.231,4204.285,1,90,1611,637,60,0.00313971742543,0.141287284144427,0
tcniyaz,194,8,0.041237113402061855,0,46.66770875920486,15.033639827241478,10.211725252240605,1.4721939198220078,0.077,19.997,0,36,287,3,98,0E-14,12.0,0
maxwell123,157,112,0.7133757961783439,0,25.0,15.006779291565392,0.10004545876533807,149.9996049472329,0.0,0.0,0,3,2635,0,0,0,0,0
abdulqudus,369,13,0.03523035230352303,0,54.40449900018898,6.0235952774438735,64.26409215965809,0.09373189716084089,0.01,126.702,0,12,1809,0,0,0,0,0
ortigas100,652,192,0.294478527607362,0,53.88318038831596,19.114896813564865,19.114896813564865,1.0,4.349,577.663,0,8,612,4,111,0E-14,2.0,0
masakabra,236,31,0.13135593220338984,2,40.11191729803026,12.011825905402402,3.0974070355382746,3.8780262870149254,0.071,4.401,0,1,6,1,77,0E-14,1.0,0
alexjamesabc,500,148,0.296,6,10.152931977924604,5.021266928259398,0.815616795738255,6.156404520476312,0.002,0.65,0,0,0,0,0,0,0,0
reweliusz,61,14,0.22950819672131148,0,45.040551747264544,15.034733466447488,7.39040052140742,2.0343597647917857,0.007,13.537,0,1,288,0,0,0,0,0
julzee,884,566,0.6402714932126696,6,46.917238530469206,46.990105356273006,46.990105356273006,1.0,0.145,31.685,25,32,282,14,314,0.35714285714285,2.2857142857142856,0
uykusuz,427,69,0.16159250585480095,0,57.39285990064363,282.1732148876489,282.1732148876489,1.0,6.051,398.355,0,86,596,17,176,0.23529411764705,5.0588235294117645,0
bluewice,273,24,0.08791208791208792,4,53.89746667489352,72.46733707259446,72.46733707259446,1.0,0.038,104.134,0,192,642,25,38,0E-14,7.68,0
abdulmalikkhan,793,112,0.14123581336696092,0,57.506948324684146,59.460652068389265,57.41739462220557,1.035586035549469,0.118,273.249,2,20,938,5,52,0.20000000000000,4.0,0
viralasia,236,2495,10.572033898305085,0,35.3085771379168,15.008615773934832,0.5710789355280039,26.281158068031832,0.001,0.928,30,114,2129,0,0,0,0,0
azzaainayya,1184,1068,0.902027027027027,2,53.73453003890954,129.11730712221046,125.08311213407552,1.0322521155678532,3.077,121.849,18,149,375,22,48,0E-14,6.7727272727272725,0
roshan77,1053,950,0.9021842355175689,3,56.94000328057273,64.2641147272315,64.2641147272315,1.0,6.042,295.951,14,73,868,22,60,0.13636363636363,3.3181818181818183,0
eduardo22,305,144,0.4721311475409836,0,48.69458106748124,14.540461634181138,14.538872797456307,1.0001092819743982,0.168,27.439,3,0,0,0,0,0,0,0
cinemarebell,1481,3271,2.208642808912897,3,35.98243399111123,5.019001204000809,1.2764596758911637,3.9319700408841984,0.005,1.452,30,0,0,0,0,0,0,0
world-of-music,46,1,0.021739130434782608,5,15.326558241200143,5.0092355067237575,0.1006969098450619,49.745672577552355,0.0,0.0,0,0,0,0,0,0,0,0
gyrosean,494,77,0.15587044534412955,0,58.355511336942996,1338.3153756662268,1338.3153756662268,1.0,13.084,422.669,2,12,303,7,163,0.28571428571428,1.7142857142857142,0
trickstar95,361,58,0.16066481994459833,0,48.760333148306756,19.493645864820866,24.543623722704492,0.7942448142565004,0.016,46.81,0,20,486,0,0,0,0,0
stephen.smith,240,46,0.19166666666666668,3,35.48814964424339,15.049549654585462,1.6767772737075406,8.975282460328938,0.003,2.27,0,6,331,0,0,0,0,0
vertical,344,4,0.011627906976744186,60,-0.41122897566957306,1.5583256241903567,1.5583256241903567,1.0,0.0,84.623,30,1,26,0,0,0,0,0
chukwubunnam,187,32,0.1711229946524064,0,40.828009628051475,3.0123740554702003,3.0123740554702003,1.0,0.004,4.172,2,14,1417,22,504,0.22727272727272,0.6363636363636364,0
streetline,141,3,0.02127659574468085,0,36.65367739522259,15.006005444453983,1.2075770170915534,12.426541108405585,0.0,1.403,0,1,175,0,0,0,0,0
zoeyvalliant,579,309,0.533678756476684,4,57.882889851340266,136.1747574179211,195.7253831664167,0.6957439817713253,0.433,345.085,3,5,398,1,13,0E-14,5.0,0
kittyspawspl,152,116,0.7631578947368421,1,44.41478994005814,21.27135928478757,21.27135928478757,1.0,0.017,11.806,0,0,0,0,0,0,0,0
childcare,1263,153,0.12114014251781473,2,61.71718008178943,1769.6513728204677,768.9391719770185,2.3014191984400005,17.029,1108.016,0,78,2785,808,37,0.00371287128712,0.09653465346534654,0
sweedixie,676,905,1.3387573964497042,1,56.253353776529636,96.51349517637404,101.5659569020198,0.9502543777486402,1.144,195.559,1,3,851,1,93,0E-14,3.0,0
stili,237,12,0.05063291139240506,1,39.48102372460639,15.068012069080348,7.779893320352098,1.9367890340684528,0.041,3.21,1,8,366,22,75,0.04545454545454,0.36363636363636365,0
toxibuzz,699,692,0.9899856938483548,2,57.134148628455314,16.331878286377982,148.28689798801537,0.110137028341492,0.284,293.117,0,59,501,9,24,0E-14,6.555555555555555,0
pumax,352,41,0.11647727272727272,0,38.17799786255112,15.047100811547203,2.5790295584561265,5.834404170441065,0.007,4.041,0,9,1066,3,67,0E-14,3.0,0
soufianechakrouf,806,69,0.08560794044665013,7,62.07078573217824,622.5835906492921,622.5835906492921,1.0,37.826,1052.222,13,193,1199,309,258,0.55987055016181,0.6245954692556634,0
adizgc,314,36,0.11464968152866242,0,49.309328950986995,12.365976663397998,12.365976663397998,1.0,0.079,39.218,0,82,406,1,423,0E-14,82.0,0
riyandacountri,204,24,0.11764705882352941,0,50.27145545511793,14.608540506462134,14.608540506462134,1.0,0.112,40.308,0,4,288,10,119,0E-14,0.4,0
barbarafuentes,1801,936,0.5197112715158245,4,55.042094256008895,179.3713722650575,179.3713722650575,1.0,3.489,360.013,0,0,0,0,0,0,0,0
jlplive,192,6,0.03125,0,45.04446105059477,15.0690660488372,0.10046085668917576,149.99937831966378,0.0,12.913,0,43,433,0,0,0,0,0
zaanwar,233,106,0.45493562231759654,0,25.0,15.022778380430953,0.10082010144453535,149.00578520738256,0.0,0.0,0,14,614,0,0,0,0,0
aguspratama,431,58,0.1345707656612529,1,39.60186697501065,15.060509996098517,2.459869546631109,6.1224832092110315,0.016,3.814,0,0,0,0,0,0,0,0
anitatmj,854,814,0.9531615925058547,1,25.0,5.0164891133232405,0.5051665739837151,9.930366282478847,0.013,0.06,0,0,0,0,0,0,0,0
tonysayers33,935,254,0.2716577540106952,1,60.689424628881525,434.00316434967425,434.00316434967425,1.0,2.143,625.601,1,116,1765,326,91,0.00920245398773,0.3558282208588957,0
a-alice,8380,153,0.018257756563245825,53,64.85507029533309,866.4148409778019,1067.0432220487055,0.8119772686567462,86.902,2514.853,2,128,3046,792,83,0.04671717171717,0.16161616161616163,0
syedubair,652,67,0.10276073619631902,5,60.984954901431294,856.3828790115234,1107.1735691816425,0.7734856601070338,18.454,801.687,0,38,2033,60,136,0.03333333333333,0.6333333333333333,0
kguanzon,14,0,0.0,0,47.39448861419067,62.815256517535985,12.411633792016604,5.060998219101497,0.091,18.443,0,0,0,0,0,0,0,0
ahyar92,517,141,0.2727272727272727,1,57.27915165251375,181.23290998441485,152.1078375170861,1.1914764744719821,6.715,285.917,1,70,2526,229,66,0.04803493449781,0.3056768558951965,0
amahakoi,418,41,0.09808612440191387,1,49.77392441239507,17.846407064233034,17.846407064233034,1.0,0.038,45.666,0,10,266,0,0,0,0,0
drawingly,1006,445,0.4423459244532803,2,59.32677116080008,161.2286178054573,161.2286178054573,1.0,0.64,538.752,1,21,777,27,206,0.07407407407407,0.7777777777777778,0
itachi13,300,21,0.07,0,42.78082500931092,15.01645088087192,4.611110050054785,3.2565804584719262,0.002,8.144,0,14,186,1,95,1.00000000000000,14.0,0
carlost815,35,6,0.17142857142857143,0,51.048818590698296,25.226940574878157,25.226940574878157,1.0,0.014,48.964,0,0,0,0,0,0,0,0
berkementese,289,19,0.0657439446366782,0,46.16805824128992,15.049146353536377,9.704292671700054,1.5507721028883583,0.062,17.838,0,4,296,0,0,0,0,0
shaphir,366,227,0.6202185792349727,0,59.9671339368646,133.4736104378919,233.4836126286502,0.571661578023372,1.233,474.517,1,171,1838,415,163,0.18795180722891,0.41204819277108434,0
enjoyaceh,813,267,0.3284132841328413,0,47.160549685131905,16.088459599546418,16.088459599546418,1.0,0.079,26.252,0,7,1515,0,0,0,0,0
allasyummyfood,15059,328,0.021780994753967726,71,73.71707154682908,1573.5584927829566,25688.368142800657,0.061255681327657914,853.016,44133.336,26,127,1882,339,56,0.00589970501474,0.3746312684365782,0
papaholdonez,550,1567,2.849090909090909,2,48.819925140673675,7.230859380252687,21.74059450937169,0.3325971319291977,0.063,37.971,30,0,0,0,0,0,0,0
anime-a-lot,470,149,0.3170212765957447,0,50.63637244108677,65.72812785779276,65.72812785779276,1.0,0.001,72.269,0,0,0,0,0,0,0,0
joannewong,812,221,0.27216748768472904,2,60.92242899918216,562.0212377018954,841.7824504824209,0.6676561591178387,10.056,637.475,2,41,1707,2022,592,0.80563798219584,0.020276953511374877,0
muge,467,996,2.132762312633833,1,38.89925751302186,4.768295714368588,1.374864248451886,3.468193837855444,0.0,2.218,0,0,0,0,0,0,0,0
sagorahmed,624,41,0.06570512820512821,0,58.214394815863926,225.6217809497325,225.6217809497325,1.0,4.32,405.466,6,14,2166,5,127,0E-14,2.8,0
onrgndz,530,724,1.3660377358490565,0,56.74581194869194,43.00262030586412,133.2312303455626,0.3227668182176805,0.827,262.289,0,77,405,2,46,0E-14,38.5,0
gamerandgamer,224,36,0.16071428571428573,1,39.54202421482183,13.773021168002796,0.7947507917987477,17.32998734965777,0.015,3.044,0,3,308,0,0,0,0,0
steamwell,200,8,0.04,1,36.12428558982769,15.08390435000892,0.1632006281263806,92.42552876897096,0.001,0.12,0,170,2207,15,13,0E-14,11.333333333333334,0
nortjenn,227,95,0.4185022026431718,0,48.872537231509924,19.696862508975325,25.72575463580265,0.7656476083140088,0.186,46.756,2,0,0,0,0,0,0,0
acdevan,4307,189,0.04388205247271883,15,55.02150353666155,182.06691911410792,182.06691911410792,1.0,0.852,132.415,13,172,1497,325,117,0.31076923076923,0.5292307692307693,0
johnsonlai,228,8,0.03508771929824561,0,48.670753239339774,15.885366943546275,15.885366943546275,1.0,0.185,30.983,0,17,513,22,263,0.40909090909090,0.7727272727272727,0
jermel,289,370,1.2802768166089966,0,46.679137539285556,9.593055077909442,8.591051320876844,1.1166334269936975,0.015,16.004,1,0,0,0,0,0,0,0
orphanstrust,554,220,0.3971119133574007,3,39.596197765040614,15.025954311231816,3.0573579906151656,4.914685933853781,0.015,3.363,30,119,1254,1,61,1.00000000000000,119.0,0
steemitci,763,190,0.2490170380078637,9,59.293055886041245,653.7316527152929,653.7316527152929,1.0,4.586,602.523,0,84,1274,29,55,0E-14,2.896551724137931,0
ylmz,459,131,0.28540305010893247,1,52.52687361297524,38.772020913772714,38.772020913772714,1.0,0.386,90.495,0,22,399,1,22,0E-14,22.0,0
girciokas,151,2,0.013245033112582781,0,53.835377776919266,52.9570369806776,52.9570369806776,1.0,0.0,127.687,0,14,268,0,0,0,0,0
juxpost,74,17,0.22972972972972974,1,20.54546430133476,15.025909202735528,3.8657157302132807,3.8869669296419045,0.006,0.533,0,0,0,0,0,0,0,0
hwantag,753,297,0.3944223107569721,5,55.337980133082496,1300.2387049193383,300.1753084402569,4.331597797552097,23.696,395.172,0,48,1359,181,27,0.02209944751381,0.26519337016574585,0
h0r1ahost,180,29,0.16111111111111112,0,35.56233863345013,5.021256166872511,1.4383229185348583,3.4910492645054925,0.001,1.827,0,0,0,0,0,0,0,0
mcyusuf,631,221,0.3502377179080824,0,59.21166853644254,265.39788569619014,207.1573888139759,1.281141296555506,3.075,400.262,10,59,3388,107,181,0.08411214953271,0.5514018691588785,0
klanairra,270,8,0.02962962962962963,0,31.003405875147983,15.079807553932804,0.6251534205974231,24.12177084390245,0.0,0.234,0,120,1819,7,127,0E-14,17.142857142857142,0
kizilelma,517,89,0.172147001934236,2,59.84636764143303,21.94976481222723,21.94976481222723,1.0,3.612,547.677,1,28,1437,21,88,0E-14,1.3333333333333333,0
megy.fine.arts,680,434,0.638235294117647,0,55.83561481932354,84.75260568205137,84.75260568205137,1.0,0.891,186.23,12,47,2193,99,146,0.24242424242424,0.47474747474747475,0
klixer,230,16,0.06956521739130435,0,51.33555992085956,46.80276097158676,32.240352080836026,1.4516826880251958,0.18,63.756,0,43,632,2,117,0E-14,21.5,0
opentorrent,558,217,0.3888888888888889,1,37.973783498648665,15.047750980440128,3.810554152098625,3.948966575413376,0.314,4.812,0,0,0,0,0,0,0,0
rootsengrave,356,95,0.26685393258426965,0,52.07620645749665,201.80093668899667,201.80093668899667,1.0,1.761,105.1,4,7,3556,0,0,0,0,0
sergiomendes,2134,198,0.09278350515463918,15,65.58504076574309,6347.311939991975,1664.105623882226,3.814248235748523,64.671,2297.708,5,381,1128,1358,101,0.00515463917525,0.280559646539028,0
andeladenaro,206,75,0.3640776699029126,0,56.414916095115586,99.40519254948552,99.40519254948552,1.0,0.158,195.882,1,0,0,0,0,0,0,0
rockz,608,23,0.03782894736842105,0,51.58499728583411,13721.51416191453,13721.51416191453,1.0,255.541,95.748,1,2,5292,7,81,0E-14,0.2857142857142857,0
steem3,467,194,0.41541755888650966,1,57.94906704810775,169.82025116905947,119.40712079746056,1.4221953434176686,6.466,233.785,0,99,646,26,55,0.03846153846153,3.8076923076923075,0
pokering,279,4,0.014336917562724014,1,53.94650569962449,19.569456254894227,19.569456254894227,1.0,0.694,167.75,0,23,824,5,68,0E-14,4.6,0
lastern,212,27,0.12735849056603774,0,51.49391196243174,42.795684461749154,42.795684461749154,1.0,0.072,68.571,0,58,525,6,72,0E-14,9.666666666666666,0
thr33m,193,6,0.031088082901554404,0,48.55210995254115,16.336307474328922,16.336307474328922,1.0,0.008,32.332,0,46,303,4,38,0E-14,11.5,0
ubay0077,587,156,0.2657580919931857,4,61.293862870420284,255.4757974140288,255.4757974140288,1.0,5.644,825.338,0,265,1923,15,67,0.13333333333333,17.666666666666668,0
efsane60,448,140,0.3125,1,57.447940112402165,22.43422801567403,147.49686305655786,0.15209969589028885,0.422,297.983,0,256,1074,149,154,0.08724832214765,1.7181208053691275,0
clayboyn,4325,542,0.1253179190751445,14,68.27660989901983,4634.463500150288,3628.7142464431527,1.27716408220707,335.083,7570.797,0,141,1612,495,206,0.09898989898989,0.28484848484848485,0
dreventures,57,1,0.017543859649122806,0,25.0,5.021256166872511,0.5294669572119672,9.48360629209633,0.02,0.0,0,0,0,0,0,0,0,0
soufianechakrouf,806,69,0.08560794044665013,7,62.07078573217824,622.5835906492921,622.5835906492921,1.0,37.826,1052.222,13,193,1199,309,258,0.55987055016181,0.6245954692556634,0
vaderetro,408,77,0.18872549019607843,1,60.45595309084841,164.59127559486686,164.59127559486686,1.0,3.332,725.3,0,153,1236,103,91,0E-14,1.4854368932038835,0
boykoto1175,181,5,0.027624309392265192,0,25.0,15.046412475635018,0.1003094826436202,149.99990109700747,0.0,0.0,0,7,1254,2,3,0E-14,3.5,0
